LAMMPS data file. CGCMM style. atom_style charge generated by VMD/TopoTools v1.7 on Thu Jun 08 22:23:40 +0100 2023
 11348 atoms
 0 bonds
 0 angles
 0 dihedrals
 0 impropers
 4 atom types
 0 bond types
 0 angle types
 0 dihedral types
 0 improper types
 -0.999997 53.632003  xlo xhi
 -0.999999 46.580651  ylo yhi
 -0.999998 68.941004  zlo zhi

# Pair Coeffs
#
# 1  Li
# 2  O
# 3  P
# 4  Zr

 Masses

 1 6.941000 # Li
 2 15.999400 # O
 3 30.973761 # P
 4 91.223999 # Zr

 Atoms # charge

1 4 2.400000 17.544001 15.193551 3.233992 # Zr
2 4 2.400000 17.544001 15.193551 25.880993 # Zr
3 4 2.400000 17.544001 15.193551 48.527992 # Zr
4 4 2.400000 17.544001 30.387102 3.233992 # Zr
5 4 2.400000 17.544001 30.387102 25.880993 # Zr
6 4 2.400000 17.544001 30.387102 48.527992 # Zr
7 4 2.400000 35.088001 15.193551 3.233992 # Zr
8 4 2.400000 35.088001 15.193551 25.880993 # Zr
9 4 2.400000 35.088001 15.193551 48.527992 # Zr
10 4 2.400000 35.088001 30.387102 3.233992 # Zr
11 4 2.400000 35.088001 30.387102 25.880993 # Zr
12 4 2.400000 35.088001 30.387102 48.527992 # Zr
13 4 2.400000 4.386000 7.596776 3.233992 # Zr
14 4 2.400000 4.386000 7.596776 25.880993 # Zr
15 4 2.400000 4.386000 7.596776 48.527992 # Zr
16 4 2.400000 4.386000 22.790327 3.233992 # Zr
17 4 2.400000 4.386000 22.790327 25.880993 # Zr
18 4 2.400000 4.386000 22.790327 48.527992 # Zr
19 4 2.400000 4.386000 37.983879 3.233992 # Zr
20 4 2.400000 4.386000 37.983879 25.880993 # Zr
21 4 2.400000 4.386000 37.983879 48.527992 # Zr
22 4 2.400000 21.930002 7.596776 3.233992 # Zr
23 4 2.400000 21.930002 7.596776 25.880993 # Zr
24 4 2.400000 21.930002 7.596776 48.527992 # Zr
25 4 2.400000 21.930002 22.790327 3.233992 # Zr
26 4 2.400000 21.930002 22.790327 25.880993 # Zr
27 4 2.400000 21.930002 22.790327 48.527992 # Zr
28 4 2.400000 21.930002 37.983879 3.233992 # Zr
29 4 2.400000 21.930002 37.983879 25.880993 # Zr
30 4 2.400000 21.930002 37.983879 48.527992 # Zr
31 4 2.400000 39.474003 7.596776 3.233992 # Zr
32 4 2.400000 39.474003 7.596776 25.880993 # Zr
33 4 2.400000 39.474003 7.596776 48.527992 # Zr
34 4 2.400000 39.474003 22.790327 3.233992 # Zr
35 4 2.400000 39.474003 22.790327 25.880993 # Zr
36 4 2.400000 39.474003 22.790327 48.527992 # Zr
37 4 2.400000 39.474003 37.983879 3.233992 # Zr
38 4 2.400000 39.474003 37.983879 25.880993 # Zr
39 4 2.400000 39.474003 37.983879 48.527992 # Zr
40 4 2.400000 13.158001 7.596776 3.233992 # Zr
41 4 2.400000 13.158001 7.596776 25.880993 # Zr
42 4 2.400000 13.158001 7.596776 48.527992 # Zr
43 4 2.400000 13.158001 22.790327 3.233992 # Zr
44 4 2.400000 13.158001 22.790327 25.880993 # Zr
45 4 2.400000 13.158001 22.790327 48.527992 # Zr
46 4 2.400000 13.158001 37.983879 3.233992 # Zr
